pokemon,move,move_human,left_min_level,left_groups,right_groups
claydol,earth-power,Earth Power,30,sword-shield,scarlet-violet
claydol,guard-split,Guard Split,38,sword-shield,scarlet-violet
claydol,power-split,Power Split,38,sword-shield,scarlet-violet
cradily,wrap,Wrap,1,sword-shield,scarlet-violet
cradily,acid,Acid,1,sword-shield,scarlet-violet
cradily,mega-drain,Mega Drain,20,sword-shield,scarlet-violet
cradily,leech-seed,Leech Seed,1,sword-shield,scarlet-violet
cradily,confuse-ray,Confuse Ray,1,sword-shield,scarlet-violet
cradily,amnesia,Amnesia,28,sword-shield,scarlet-violet
cradily,giga-drain,Giga Drain,36,sword-shield,scarlet-violet
cradily,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
cradily,stockpile,Stockpile,43,sword-shield,scarlet-violet
cradily,spit-up,Spit Up,43,sword-shield,scarlet-violet
cradily,swallow,Swallow,43,sword-shield,scarlet-violet
cradily,ingrain,Ingrain,12,sword-shield,scarlet-violet
cradily,astonish,Astonish,1,sword-shield,scarlet-violet
cradily,brine,Brine,24,sword-shield,scarlet-violet
cradily,gastro-acid,Gastro Acid,32,sword-shield,scarlet-violet
cradily,energy-ball,Energy Ball,48,sword-shield,scarlet-violet
lileep,wrap,Wrap,1,sword-shield,scarlet-violet
lileep,acid,Acid,4,sword-shield,scarlet-violet
lileep,mega-drain,Mega Drain,20,sword-shield,scarlet-violet
lileep,confuse-ray,Confuse Ray,8,sword-shield,scarlet-violet
lileep,amnesia,Amnesia,28,sword-shield,scarlet-violet
lileep,giga-drain,Giga Drain,36,sword-shield,scarlet-violet
lileep,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
lileep,stockpile,Stockpile,41,sword-shield,scarlet-violet
lileep,spit-up,Spit Up,41,sword-shield,scarlet-violet
lileep,swallow,Swallow,41,sword-shield,scarlet-violet
lileep,ingrain,Ingrain,12,sword-shield,scarlet-violet
lileep,astonish,Astonish,1,sword-shield,scarlet-violet
lileep,brine,Brine,24,sword-shield,scarlet-violet
lileep,gastro-acid,Gastro Acid,32,sword-shield,scarlet-violet
lileep,energy-ball,Energy Ball,44,sword-shield,scarlet-violet
lunatone,tackle,Tackle,1,sword-shield,scarlet-violet
lunatone,rock-throw,Rock Throw,1,sword-shield,scarlet-violet
lunatone,confusion,Confusion,1,sword-shield,scarlet-violet
lunatone,psychic,Psychic,30,sword-shield,scarlet-violet
lunatone,hypnosis,Hypnosis,5,sword-shield,scarlet-violet
lunatone,harden,Harden,1,sword-shield,scarlet-violet
lunatone,explosion,Explosion,50,sword-shield,scarlet-violet
lunatone,rock-slide,Rock Slide,15,sword-shield,scarlet-violet
lunatone,moonlight,Moonlight,1,sword-shield,scarlet-violet
lunatone,future-sight,Future Sight,40,sword-shield,scarlet-violet
lunatone,cosmic-power,Cosmic Power,25,sword-shield,scarlet-violet
lunatone,rock-polish,Rock Polish,10,sword-shield,scarlet-violet
lunatone,stone-edge,Stone Edge,35,sword-shield,scarlet-violet
lunatone,psyshock,Psyshock,20,sword-shield,scarlet-violet
lunatone,magic-room,Magic Room,45,sword-shield,scarlet-violet
lunatone,moonblast,Moonblast,1,sword-shield,scarlet-violet
anorith,water-gun,Water Gun,4,sword-shield,scarlet-violet
anorith,harden,Harden,1,sword-shield,scarlet-violet
anorith,slash,Slash,28,sword-shield,scarlet-violet
anorith,protect,Protect,41,sword-shield,scarlet-violet
anorith,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
anorith,metal-claw,Metal Claw,12,sword-shield,scarlet-violet
anorith,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
anorith,crush-claw,Crush Claw,32,sword-shield,scarlet-violet
anorith,rock-blast,Rock Blast,36,sword-shield,scarlet-violet
anorith,brine,Brine,24,sword-shield,scarlet-violet
anorith,x-scissor,X Scissor,44,sword-shield,scarlet-violet
anorith,bug-bite,Bug Bite,20,sword-shield,scarlet-violet
anorith,smack-down,Smack Down,8,sword-shield,scarlet-violet
armaldo,water-gun,Water Gun,1,sword-shield,scarlet-violet
armaldo,harden,Harden,1,sword-shield,scarlet-violet
armaldo,slash,Slash,28,sword-shield,scarlet-violet
armaldo,protect,Protect,43,sword-shield,scarlet-violet
armaldo,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
armaldo,metal-claw,Metal Claw,12,sword-shield,scarlet-violet
armaldo,ancient-power,Ancient Power,16,sword-shield,scarlet-violet
armaldo,crush-claw,Crush Claw,32,sword-shield,scarlet-violet
armaldo,rock-blast,Rock Blast,36,sword-shield,scarlet-violet
armaldo,brine,Brine,24,sword-shield,scarlet-violet
armaldo,x-scissor,X Scissor,48,sword-shield,scarlet-violet
armaldo,bug-bite,Bug Bite,20,sword-shield,scarlet-violet
armaldo,smack-down,Smack Down,1,sword-shield,scarlet-violet
absol,swords-dance,Swords Dance,45,sword-shield,scarlet-violet
absol,leer,Leer,1,sword-shield,scarlet-violet
absol,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
absol,double-team,Double Team,5,sword-shield,scarlet-violet
absol,focus-energy,Focus Energy,35,sword-shield,scarlet-violet
absol,slash,Slash,25,sword-shield,scarlet-violet
absol,perish-song,Perish Song,55,sword-shield,scarlet-violet
absol,detect,Detect,15,sword-shield,scarlet-violet
absol,future-sight,Future Sight,50,sword-shield,scarlet-violet
absol,taunt,Taunt,20,sword-shield,scarlet-violet
absol,knock-off,Knock Off,10,sword-shield,scarlet-violet
absol,sucker-punch,Sucker Punch,40,sword-shield,scarlet-violet
absol,night-slash,Night Slash,30,sword-shield,scarlet-violet
snorunt,hail,Hail,45,sword-shield,scarlet-violet
wynaut,counter,Counter,1,sword-shield,scarlet-violet
wynaut,amnesia,Amnesia,1,sword-shield,scarlet-violet
wynaut,splash,Splash,1,sword-shield,scarlet-violet
wynaut,destiny-bond,Destiny Bond,1,sword-shield,scarlet-violet
wynaut,charm,Charm,1,sword-shield,scarlet-violet
wynaut,safeguard,Safeguard,1,sword-shield,scarlet-violet
wynaut,encore,Encore,1,sword-shield,scarlet-violet
wynaut,mirror-coat,Mirror Coat,1,sword-shield,scarlet-violet
spheal,body-slam,Body Slam,36,sword-shield,scarlet-violet
spheal,growl,Growl,4,sword-shield,scarlet-violet
spheal,water-gun,Water Gun,8,sword-shield,scarlet-violet
spheal,surf,Surf,40,sword-shield,scarlet-violet
spheal,blizzard,Blizzard,44,sword-shield,scarlet-violet
spheal,aurora-beam,Aurora Beam,28,sword-shield,scarlet-violet
spheal,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
spheal,rest,Rest,16,sword-shield,scarlet-violet
spheal,snore,Snore,20,sword-shield,scarlet-violet
spheal,powder-snow,Powder Snow,12,sword-shield,scarlet-violet
spheal,rollout,Rollout,1,sword-shield,scarlet-violet
spheal,encore,Encore,33,sword-shield,scarlet-violet
spheal,hail,Hail,48,sword-shield,scarlet-violet
spheal,sheer-cold,Sheer Cold,52,sword-shield,scarlet-violet
spheal,brine,Brine,24,sword-shield,scarlet-violet
glalie,hail,Hail,47,sword-shield,scarlet-violet
sealeo,body-slam,Body Slam,40,sword-shield,scarlet-violet
sealeo,growl,Growl,1,sword-shield,scarlet-violet
sealeo,water-gun,Water Gun,1,sword-shield,scarlet-violet
sealeo,surf,Surf,46,sword-shield,scarlet-violet
sealeo,blizzard,Blizzard,52,sword-shield,scarlet-violet
sealeo,aurora-beam,Aurora Beam,28,sword-shield,scarlet-violet
sealeo,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
sealeo,rest,Rest,16,sword-shield,scarlet-violet
sealeo,snore,Snore,20,sword-shield,scarlet-violet
sealeo,powder-snow,Powder Snow,12,sword-shield,scarlet-violet
sealeo,rollout,Rollout,1,sword-shield,scarlet-violet
sealeo,swagger,Swagger,0,sword-shield,scarlet-violet
sealeo,encore,Encore,35,sword-shield,scarlet-violet
sealeo,hail,Hail,58,sword-shield,scarlet-violet
sealeo,sheer-cold,Sheer Cold,64,sword-shield,scarlet-violet
sealeo,brine,Brine,24,sword-shield,scarlet-violet
walrein,body-slam,Body Slam,40,sword-shield,scarlet-violet
walrein,growl,Growl,1,sword-shield,scarlet-violet
walrein,water-gun,Water Gun,1,sword-shield,scarlet-violet
walrein,surf,Surf,48,sword-shield,scarlet-violet
walrein,blizzard,Blizzard,56,sword-shield,scarlet-violet
walrein,aurora-beam,Aurora Beam,28,sword-shield,scarlet-violet
walrein,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
walrein,rest,Rest,16,sword-shield,scarlet-violet
walrein,snore,Snore,20,sword-shield,scarlet-violet
walrein,powder-snow,Powder Snow,12,sword-shield,scarlet-violet
walrein,rollout,Rollout,1,sword-shield,scarlet-violet
walrein,swagger,Swagger,1,sword-shield,scarlet-violet
walrein,encore,Encore,35,sword-shield,scarlet-violet
walrein,crunch,Crunch,1,sword-shield,scarlet-violet
walrein,hail,Hail,64,sword-shield,scarlet-violet
walrein,sheer-cold,Sheer Cold,72,sword-shield,scarlet-violet
walrein,brine,Brine,24,sword-shield,scarlet-violet
walrein,ice-fang,Ice Fang,1,sword-shield,scarlet-violet
relicanth,tackle,Tackle,1,sword-shield,scarlet-violet
relicanth,take-down,Take Down,25,sword-shield,scarlet-violet
relicanth,double-edge,Double-Edge,50,sword-shield,scarlet-violet
relicanth,water-gun,Water Gun,5,sword-shield,scarlet-violet
relicanth,hydro-pump,Hydro Pump,45,sword-shield,scarlet-violet
relicanth,harden,Harden,1,sword-shield,scarlet-violet
relicanth,rest,Rest,35,sword-shield,scarlet-violet
relicanth,flail,Flail,40,sword-shield,scarlet-violet
relicanth,ancient-power,Ancient Power,10,sword-shield,scarlet-violet
relicanth,yawn,Yawn,15,sword-shield,scarlet-violet
relicanth,dive,Dive,20,sword-shield,scarlet-violet
relicanth,aqua-tail,Aqua Tail,30,sword-shield,scarlet-violet
relicanth,head-smash,Head Smash,55,sword-shield,scarlet-violet
salamence,outrage,Outrage,64,sword-shield,scarlet-violet
latias,psycho-shift,Psycho Shift,75,sword-shield,scarlet-violet
latios,psycho-shift,Psycho Shift,75,sword-shield,scarlet-violet
jirachi,helping-hand,Helping Hand,14,sword-shield,scarlet-violet
budew,absorb,Absorb,1,sword-shield,scarlet-violet
budew,growth,Growth,1,sword-shield,scarlet-violet
budew,stun-spore,Stun Spore,1,sword-shield,scarlet-violet
budew,worry-seed,Worry Seed,1,sword-shield,scarlet-violet
roserade,poison-sting,Poison Sting,1,sword-shield,scarlet-violet
roserade,absorb,Absorb,1,sword-shield,scarlet-violet
roserade,mega-drain,Mega Drain,1,sword-shield,scarlet-violet
roserade,leech-seed,Leech Seed,1,sword-shield,scarlet-violet
roserade,growth,Growth,1,sword-shield,scarlet-violet
roserade,stun-spore,Stun Spore,1,sword-shield,scarlet-violet
roserade,petal-dance,Petal Dance,1,sword-shield,scarlet-violet
roserade,toxic,Toxic,1,sword-shield,scarlet-violet
roserade,giga-drain,Giga Drain,1,sword-shield,scarlet-violet
roserade,sweet-scent,Sweet Scent,1,sword-shield,scarlet-violet
roserade,synthesis,Synthesis,1,sword-shield,scarlet-violet
roserade,ingrain,Ingrain,1,sword-shield,scarlet-violet
roserade,aromatherapy,Aromatherapy,1,sword-shield,scarlet-violet
roserade,magical-leaf,Magical Leaf,1,sword-shield,scarlet-violet
roserade,worry-seed,Worry Seed,1,sword-shield,scarlet-violet
roserade,toxic-spikes,Toxic Spikes,1,sword-shield,scarlet-violet
roserade,petal-blizzard,Petal Blizzard,1,sword-shield,scarlet-violet
roserade,grassy-terrain,Grassy Terrain,1,sword-shield,scarlet-violet
roserade,venom-drench,Venom Drench,1,sword-shield,scarlet-violet
vespiquen,aromatherapy,Aromatherapy,24,sword-shield,scarlet-violet
cherubi,tackle,Tackle,1,sword-shield,scarlet-violet
cherubi,take-down,Take Down,30,sword-shield,scarlet-violet
cherubi,leech-seed,Leech Seed,26,sword-shield,scarlet-violet
cherubi,growth,Growth,10,sword-shield,scarlet-violet
cherubi,solar-beam,Solar Beam,45,sword-shield,scarlet-violet
cherubi,morning-sun,Morning Sun,1,sword-shield,scarlet-violet
cherubi,helping-hand,Helping Hand,15,sword-shield,scarlet-violet
cherubi,magical-leaf,Magical Leaf,20,sword-shield,scarlet-violet
cherubi,worry-seed,Worry Seed,40,sword-shield,scarlet-violet
cherubi,petal-blizzard,Petal Blizzard,35,sword-shield,scarlet-violet
cherubi,leafage,Leafage,5,sword-shield,scarlet-violet
cherrim,tackle,Tackle,1,sword-shield,scarlet-violet
cherrim,take-down,Take Down,34,sword-shield,scarlet-violet
cherrim,leech-seed,Leech Seed,28,sword-shield,scarlet-violet
cherrim,growth,Growth,1,sword-shield,scarlet-violet
cherrim,solar-beam,Solar Beam,55,sword-shield,scarlet-violet
cherrim,petal-dance,Petal Dance,62,sword-shield,scarlet-violet
cherrim,morning-sun,Morning Sun,1,sword-shield,scarlet-violet
cherrim,sunny-day,Sunny Day,0,sword-shield,scarlet-violet
cherrim,helping-hand,Helping Hand,15,sword-shield,scarlet-violet
cherrim,magical-leaf,Magical Leaf,20,sword-shield,scarlet-violet
cherrim,worry-seed,Worry Seed,48,sword-shield,scarlet-violet
cherrim,petal-blizzard,Petal Blizzard,41,sword-shield,scarlet-violet
cherrim,flower-shield,Flower Shield,1,sword-shield,scarlet-violet
cherrim,leafage,Leafage,1,sword-shield,scarlet-violet
buneary,pound,Pound,1,sword-shield,scarlet-violet
buneary,double-kick,Double Kick,20,sword-shield,scarlet-violet
buneary,headbutt,Headbutt,32,sword-shield,scarlet-violet
buneary,agility,Agility,36,sword-shield,scarlet-violet
buneary,quick-attack,Quick Attack,16,sword-shield,scarlet-violet
buneary,defense-curl,Defense Curl,4,sword-shield,scarlet-violet
buneary,splash,Splash,1,sword-shield,scarlet-violet
buneary,charm,Charm,24,sword-shield,scarlet-violet
buneary,baton-pass,Baton Pass,28,sword-shield,scarlet-violet
buneary,flatter,Flatter,44,sword-shield,scarlet-violet
buneary,bounce,Bounce,48,sword-shield,scarlet-violet
buneary,healing-wish,Healing Wish,52,sword-shield,scarlet-violet
buneary,entrainment,Entrainment,40,sword-shield,scarlet-violet
buneary,after-you,After You,12,sword-shield,scarlet-violet
buneary,baby-doll-eyes,Baby Doll Eyes,8,sword-shield,scarlet-violet
lopunny,pound,Pound,1,sword-shield,scarlet-violet
lopunny,double-kick,Double Kick,20,sword-shield,scarlet-violet
lopunny,headbutt,Headbutt,32,sword-shield,scarlet-violet
lopunny,agility,Agility,36,sword-shield,scarlet-violet
lopunny,quick-attack,Quick Attack,16,sword-shield,scarlet-violet
lopunny,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
lopunny,high-jump-kick,High Jump Kick,56,sword-shield,scarlet-violet
lopunny,splash,Splash,1,sword-shield,scarlet-violet
lopunny,charm,Charm,24,sword-shield,scarlet-violet
lopunny,baton-pass,Baton Pass,28,sword-shield,scarlet-violet
lopunny,mirror-coat,Mirror Coat,1,sword-shield,scarlet-violet
lopunny,flatter,Flatter,44,sword-shield,scarlet-violet
lopunny,magic-coat,Magic Coat,1,sword-shield,scarlet-violet
lopunny,bounce,Bounce,48,sword-shield,scarlet-violet
lopunny,healing-wish,Healing Wish,52,sword-shield,scarlet-violet
lopunny,entrainment,Entrainment,40,sword-shield,scarlet-violet
lopunny,after-you,After You,12,sword-shield,scarlet-violet
lopunny,baby-doll-eyes,Baby Doll Eyes,1,sword-shield,scarlet-violet
skuntank,acid-spray,Acid Spray,9,sword-shield,scarlet-violet
skuntank,venom-drench,Venom Drench,48,sword-shield,scarlet-violet
stunky,venom-drench,Venom Drench,42,sword-shield,scarlet-violet
mime-jr,pound,Pound,1,sword-shield,scarlet-violet
mime-jr,psybeam,Psybeam,28,sword-shield,scarlet-violet
mime-jr,confusion,Confusion,12,sword-shield,scarlet-violet
mime-jr,psychic,Psychic,48,sword-shield,scarlet-violet
mime-jr,mimic,Mimic,32,sword-shield,scarlet-violet
mime-jr,light-screen,Light Screen,36,sword-shield,scarlet-violet
mime-jr,reflect,Reflect,36,sword-shield,scarlet-violet
mime-jr,protect,Protect,20,sword-shield,scarlet-violet
mime-jr,safeguard,Safeguard,36,sword-shield,scarlet-violet
mime-jr,baton-pass,Baton Pass,4,sword-shield,scarlet-violet
mime-jr,encore,Encore,8,sword-shield,scarlet-violet
mime-jr,role-play,Role Play,16,sword-shield,scarlet-violet
mime-jr,recycle,Recycle,24,sword-shield,scarlet-violet
mime-jr,teeter-dance,Teeter Dance,52,sword-shield,scarlet-violet
mime-jr,copycat,Copycat,1,sword-shield,scarlet-violet
mime-jr,sucker-punch,Sucker Punch,40,sword-shield,scarlet-violet
mime-jr,dazzling-gleam,Dazzling Gleam,44,sword-shield,scarlet-violet
happiny,minimize,Minimize,1,sword-shield,scarlet-violet
gabite,dual-chop,Dual Chop,1,sword-shield,scarlet-violet
garchomp,dual-chop,Dual Chop,1,sword-shield,scarlet-violet
lucario,nasty-plot,Nasty Plot,1,sword-shield,scarlet-violet
lucario,power-up-punch,Power Up Punch,20,sword-shield,scarlet-violet
lucario,laser-focus,Laser Focus,16,sword-shield,scarlet-violet
riolu,nasty-plot,Nasty Plot,24,sword-shield,scarlet-violet
skorupi,poison-sting,Poison Sting,1,sword-shield,scarlet-violet
skorupi,pin-missile,Pin Missile,30,sword-shield,scarlet-violet
skorupi,leer,Leer,1,sword-shield,scarlet-violet
skorupi,bite,Bite,12,sword-shield,scarlet-violet
skorupi,toxic,Toxic,33,sword-shield,scarlet-violet
skorupi,scary-face,Scary Face,27,sword-shield,scarlet-violet
skorupi,crunch,Crunch,48,sword-shield,scarlet-violet
skorupi,knock-off,Knock Off,24,sword-shield,scarlet-violet
skorupi,poison-fang,Poison Fang,9,sword-shield,scarlet-violet
skorupi,acupressure,Acupressure,45,sword-shield,scarlet-violet
skorupi,toxic-spikes,Toxic Spikes,15,sword-shield,scarlet-violet
skorupi,night-slash,Night Slash,36,sword-shield,scarlet-violet
skorupi,x-scissor,X Scissor,42,sword-shield,scarlet-violet
skorupi,cross-poison,Cross Poison,39,sword-shield,scarlet-violet
skorupi,bug-bite,Bug Bite,18,sword-shield,scarlet-violet
skorupi,hone-claws,Hone Claws,3,sword-shield,scarlet-violet
skorupi,venoshock,Venoshock,21,sword-shield,scarlet-violet
skorupi,fell-stinger,Fell Stinger,6,sword-shield,scarlet-violet
toxicroak,revenge,Revenge,16,sword-shield,scarlet-violet
mantyke,wing-attack,Wing Attack,8,sword-shield,scarlet-violet
mantyke,headbutt,Headbutt,28,sword-shield,scarlet-violet
mantyke,tackle,Tackle,1,sword-shield,scarlet-violet
mantyke,take-down,Take Down,44,sword-shield,scarlet-violet
mantyke,supersonic,Supersonic,4,sword-shield,scarlet-violet
mantyke,water-gun,Water Gun,1,sword-shield,scarlet-violet
mantyke,hydro-pump,Hydro Pump,48,sword-shield,scarlet-violet
mantyke,bubble-beam,Bubble Beam,24,sword-shield,scarlet-violet
mantyke,agility,Agility,20,sword-shield,scarlet-violet
mantyke,bounce,Bounce,40,sword-shield,scarlet-violet
mantyke,water-pulse,Water Pulse,12,sword-shield,scarlet-violet
mantyke,aqua-ring,Aqua Ring,36,sword-shield,scarlet-violet
mantyke,air-slash,Air Slash,32,sword-shield,scarlet-violet
mantyke,wide-guard,Wide Guard,16,sword-shield,scarlet-violet
weavile,revenge,Revenge,1,sword-shield,scarlet-violet
lickilicky,slam,Slam,48,sword-shield,scarlet-violet
lickilicky,stomp,Stomp,30,sword-shield,scarlet-violet
lickilicky,wrap,Wrap,18,sword-shield,scarlet-violet
lickilicky,supersonic,Supersonic,1,sword-shield,scarlet-violet
lickilicky,disable,Disable,24,sword-shield,scarlet-violet
lickilicky,screech,Screech,42,sword-shield,scarlet-violet
lickilicky,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
lickilicky,lick,Lick,1,sword-shield,scarlet-violet
lickilicky,belly-drum,Belly Drum,60,sword-shield,scarlet-violet
lickilicky,rollout,Rollout,1,sword-shield,scarlet-violet
lickilicky,knock-off,Knock Off,36,sword-shield,scarlet-violet
lickilicky,power-whip,Power Whip,54,sword-shield,scarlet-violet
croagunk,revenge,Revenge,16,sword-shield,scarlet-violet
tangrowth,bind,Bind,1,sword-shield,scarlet-violet
tangrowth,slam,Slam,40,sword-shield,scarlet-violet
tangrowth,vine-whip,Vine Whip,16,sword-shield,scarlet-violet
tangrowth,absorb,Absorb,1,sword-shield,scarlet-violet
tangrowth,mega-drain,Mega Drain,12,sword-shield,scarlet-violet
tangrowth,growth,Growth,1,sword-shield,scarlet-violet
tangrowth,poison-powder,Poison Powder,20,sword-shield,scarlet-violet
tangrowth,stun-spore,Stun Spore,1,sword-shield,scarlet-violet
tangrowth,sleep-powder,Sleep Powder,36,sword-shield,scarlet-violet
tangrowth,giga-drain,Giga Drain,32,sword-shield,scarlet-violet
tangrowth,ancient-power,Ancient Power,24,sword-shield,scarlet-violet
tangrowth,ingrain,Ingrain,52,sword-shield,scarlet-violet
tangrowth,knock-off,Knock Off,28,sword-shield,scarlet-violet
